0.003000 30.000000 2211.250000
0.003000 34.990002 1915.549927
0.005000 40.000000 1683.274994
0.003000 44.990002 1458.224945
0.005000 49.980000 1249.925003
0.003000 55.000000 1062.825012
0.002000 60.009998 886.825027
0.005000 64.989998 733.075027
0.005000 69.989998 587.849998
0.002000 75.000000 449.375000
0.005000 77.510002 379.425011
0.002000 80.010002 310.275002
0.002000 85.019997 169.775009
0.002000 90.019997 40.075002
0.012000 30.000000 2214.324951
0.012000 35.009998 1929.624939
0.015000 39.990002 1679.949951
0.012000 44.990002 1454.600067
0.015000 49.990002 1247.275009
0.012000 55.009998 1060.824966
0.012000 60.000000 887.249985
0.015000 64.989998 725.625000
0.015000 69.980003 582.524986
0.012000 75.000000 446.800003
0.015000 77.510002 371.349983
0.012000 80.010002 304.200001
0.011000 85.019997 162.525005
0.011000 90.019997 31.500001
0.017000 29.990000 2206.100006
0.017000 35.000000 1926.750031
0.021000 40.000000 1672.825012
0.017000 45.009998 1449.024963
0.020000 50.000000 1236.549988
0.017000 55.009998 1056.549988
0.017000 60.009998 877.500000
0.020000 65.000000 720.550003
0.020000 69.989998 575.024986
0.017000 75.000000 440.825005
0.020000 77.510002 363.175011
0.016000 80.010002 298.649998
0.016000 85.010002 154.499998
0.016000 90.019997 28.000000
0.022000 29.990000 2198.874969
0.022000 35.009998 1918.424988
0.026000 40.000000 1665.800018
0.022000 45.000000 1443.274994
0.026000 50.020000 1232.074966
0.022000 55.020000 1045.400009
0.022000 59.990002 879.349976
0.026000 64.989998 714.024963
0.025000 70.000000 566.775017
0.021000 75.000000 434.474983
0.025000 77.500000 353.950005
0.021000 80.010002 290.100002
0.021000 85.010002 145.924997
0.021000 90.019997 25.699999
0.040000 29.990000 2167.749939
0.033000 35.000000 1909.474945
0.036000 40.000000 1651.325073
0.032000 44.990002 1423.950043
0.036000 49.990002 1213.499985
0.032000 55.000000 1038.775024
0.032000 60.009998 858.874969
0.036000 65.000000 696.299973
0.036000 69.989998 550.525017
0.032000 75.000000 417.374992
0.036000 77.510002 333.899994
0.032000 80.010002 271.250000
0.032000 85.010002 130.600004
0.032000 90.019997 22.175000
0.061000 29.980000 2119.774933
0.053000 34.990002 1869.774933
0.057000 40.000000 1598.674927
0.053000 44.990002 1389.875031
0.057000 50.009998 1163.399963
0.052000 55.009998 990.999985
0.052000 59.980000 823.249969
0.057000 65.000000 654.375000
0.057000 69.989998 507.099991
0.052000 75.000000 375.950012
0.057000 77.510002 294.799995
0.052000 80.010002 235.125008
0.052000 85.010002 108.950005
0.051000 90.010002 17.350000
0.083000 29.980000 2061.475067
0.073000 34.990002 1808.950043
0.078000 39.980000 1532.575073
0.073000 44.990002 1322.375031
0.078000 49.990002 1098.775024
0.073000 54.990002 934.325027
0.072000 60.000000 770.749969
0.078000 65.000000 608.525009
0.078000 69.989998 464.700012
0.072000 75.000000 339.724998
0.078000 77.500000 263.174992
0.072000 80.010002 208.449993
0.072000 85.010002 94.399996
0.072000 90.010002 14.150000
0.105000 25.000000 2303.674927
0.116000 29.980000 1940.625000
0.104000 35.000000 1697.500000
0.110000 40.000000 1419.900055
0.104000 45.000000 1225.650024
0.110000 50.000000 1003.499985
0.103000 55.000000 853.525009
0.102000 60.000000 702.525024
0.109000 65.000000 543.325005
0.110000 70.000000 412.924995
0.102000 75.000000 296.025009
0.110000 77.510002 228.150005
0.102000 80.010002 178.750000
0.102000 85.010002 79.450002
0.102000 90.019997 11.150000
0.153000 24.990000 2119.474945
0.168000 29.980000 1737.875061
0.154000 34.990002 1519.425049
0.163000 39.990002 1243.050003
0.154000 45.000000 1064.899979
0.162000 50.009998 871.849976
0.153000 54.990002 741.500015
0.152000 60.000000 604.824982
0.162000 64.989998 464.650002
0.162000 70.000000 348.574982
0.152000 75.010002 247.199993
0.162000 77.510002 189.549999
0.152000 80.010002 147.100000
0.152000 85.010002 64.099998
0.152000 90.019997 8.025000
0.204000 19.990000 2277.624969
0.204000 24.990000 1922.225037
0.216000 30.000000 1568.224945
0.205000 35.009998 1346.325073
0.215000 39.990002 1103.125000
0.205000 44.990002 944.349976
0.215000 50.009998 770.425034
0.204000 54.990002 655.425034
0.203000 59.990002 533.074989
0.215000 65.000000 410.074997
0.215000 70.000000 303.924999
0.203000 75.010002 214.249992
0.215000 77.510002 164.050007
0.203000 80.010002 126.450005
0.202000 85.019997 53.899999
0.203000 90.019997 6.050000
0.305000 14.990000 2280.800018
0.305000 19.980000 1915.599976
0.305000 24.990000 1605.625000
0.322000 29.990000 1300.599976
0.308000 34.980000 1115.625000
0.322000 40.009998 912.750015
0.307000 44.980000 783.349991
0.322000 49.980000 642.024994
0.306000 55.009998 542.825012
0.305000 60.009998 441.225014
0.321000 65.000000 335.999985
0.321000 70.000000 247.900009
0.305000 75.010002 172.649994
0.321000 77.510002 131.324997
0.305000 80.010002 100.574999
0.305000 85.019997 41.675000
0.304000 90.010002 3.675000
0.509000 14.990000 1782.700043
0.509000 19.990000 1483.950043
0.510000 24.990000 1235.374985
0.536000 29.990000 1006.425018
0.513000 34.990002 860.350037
0.536000 39.990002 707.350006
0.513000 45.000000 607.200012
0.535000 49.980000 498.974991
0.512000 54.980000 421.775017
0.510000 60.000000 341.250000
0.533000 65.000000 257.350006
0.533000 70.000000 188.299999
0.509000 75.010002 129.274998
0.533000 77.500000 96.999998
0.509000 80.010002 73.425002
0.509000 85.019997 28.375001
0.508000 90.019997 1.200000
0.712000 14.990000 1500.099945
0.712000 19.990000 1242.300034
0.713000 24.990000 1034.775009
0.747000 30.000000 844.875031
0.719000 35.000000 723.949966
0.748000 39.990002 596.800003
0.717000 44.990002 515.699997
0.748000 49.990002 422.874985
0.716000 54.980000 355.724983
0.748000 60.000000 279.325008
0.713000 65.010002 221.275005
0.747000 70.010002 156.199999
0.713000 75.010002 105.900002
0.747000 77.510002 78.750000
0.712000 80.010002 58.625002
0.712000 85.010002 20.750000
0.712000 90.019997 0.225000
1.016000 14.990000 1244.024963
1.015000 19.990000 1030.500031
1.017000 24.990000 856.250000
1.065000 29.990000 699.449997
1.024000 34.990002 601.199989
1.064000 40.000000 498.750000
1.022000 45.000000 432.000008
1.062000 50.000000 354.075012
1.020000 55.000000 296.725006
1.063000 60.000000 232.250004
1.016000 65.010002 182.450008
1.063000 70.000000 127.100000
1.015000 75.010002 84.324999
1.062000 77.510002 61.424999
1.015000 80.010002 44.274998
1.014000 85.010002 13.750000
1.015000 90.010002 0.000000
1.521000 14.990000 997.949982
1.520000 19.990000 824.925003
1.521000 24.990000 687.225037
1.583000 29.990000 564.700012
1.532000 34.990002 485.999985
1.582000 40.000000 405.999985
1.529000 44.990002 349.150009
1.581000 50.000000 286.450005
1.525000 55.000000 238.525009
1.581000 60.000000 185.349998
1.521000 65.010002 142.749996
1.581000 70.000000 97.749996
1.520000 75.010002 62.224998
1.581000 77.510002 43.899999
1.519000 80.019997 30.100000
1.519000 85.019997 6.775000
1.520000 90.010002 0.000000
2.033000 15.010000 847.450027
2.033000 19.990000 703.174973
2.033000 24.990000 585.699997
2.117000 29.990000 482.975006
2.047000 34.990002 417.299995
2.117000 40.000000 347.775002
2.042000 44.990002 298.924999
2.116000 49.990002 244.624996
2.039000 55.000000 202.350006
2.116000 60.000000 155.174999
2.031000 65.010002 118.225002
2.116000 70.010002 78.575001
2.031000 75.010002 48.125000
2.115000 77.519997 32.349999
2.030000 80.010002 21.175001
2.030000 85.010002 2.975000
2.030000 90.019997 0.000000
3.064000 14.990000 675.824966
3.063000 19.990000 561.025009
3.066000 24.990000 467.900009
3.198000 30.000000 388.325005
3.089000 35.000000 335.875015
3.198000 40.000000 280.750008
3.080000 45.000000 240.174999
3.197000 49.990002 193.724995
3.074000 55.000000 158.350000
3.197000 60.000000 118.874998
3.063000 65.010002 87.900000
3.197000 70.010002 55.174999
3.063000 75.010002 30.825000
3.196000 77.510002 18.575000
3.062000 80.010002 10.400000
3.062000 85.010002 0.250000
3.061000 90.010002 0.000000
5.126000 15.000000 514.049988
5.123000 19.990000 429.049988
5.131000 24.990000 360.099983
5.353000 29.990000 298.649998
5.168000 34.990002 256.749992
5.353000 39.980000 213.199997
5.154000 45.000000 180.049992
5.351000 50.009998 141.824999
5.144000 55.000000 112.849998
5.352000 60.000000 80.050001
5.126000 65.010002 55.324998
5.351000 70.010002 29.875000
5.125000 75.010002 12.900000
5.352000 77.510002 5.200000
5.125000 80.010002 1.575000
5.125000 85.019997 0.000000
5.124000 90.010002 0.000000
7.186000 14.990000 429.799995
7.182000 20.000000 360.800018
7.192000 24.990000 302.500000
7.504000 29.990000 249.349995
7.248000 35.000000 212.900009
7.504000 39.990002 173.525009
7.226000 45.000000 144.650002
7.502000 50.000000 110.100002
7.212000 54.990002 84.624996
7.504000 60.000000 55.999999
7.186000 65.010002 35.950000
7.503000 70.000000 15.350000
7.186000 75.010002 4.125000
7.503000 77.500000 0.750000
7.186000 80.000000 0.150000
7.178000 85.010002 0.000000
7.178000 90.000000 0.000000
